comment,cleaned_text,l_xlm,c_xlm,l_bert,c_bert
නිලූෂන අයිය මගෙ විතරයි. මගෙ කොල්ගලව මායම් දාල අල්ලගත්තොත් ගහනව තොට වැලි. - චමල්... — මට වැලි කෙසේ වෙතත් චමල්ට නම් ගේමක් හම්බෙයි ආයේ යන්නෙ කොහෙද උන්නේ කොහෙද හොයන්න බැරිවෙන්න.. ( මේ ඇත... උර්ල්,නිලූෂන අයිය මගෙ විතරයි. මගෙ කොල්ගලව මායම් දාල අල්ලගත්තොත් ගහනව තොට වැලි. - චමල්... — මට වැලි කෙසේ වෙතත් චමල්ට නම් ගේමක් හම්බෙයි ආයේ යන්නෙ කොහෙද උන්නේ කොහෙද හොයන්න බැරිවෙන්න.. ( මේ ඇත... උර්ල්,Harassment,0.5171,Harassment,0.9189
පට්ට බැල්ලි ගහනව තොට වැලි. එහෙම බැරි උනොත් සීනි දාල වෙඩි තියනව කූඹි කාල මැරෙන්⁣ඩ,පට්ට බැල්ලි ගහනව තොට වැලි. එහෙම බැරි උනොත් සීනි දාල වෙඩි තියනව කූඹි කාල මැරෙන්⁣ඩ,Harassment,0.6782,Harassment,0.8779
සිරිසේන වෙසිගේ පුතෝ තොට මේවා පේන්නේ නැද්ද..? බ්‍රා විතරද පේන්නේ තූ වේස බල්ලා....!! උර්ල්,සිරිසේන වෙසිගේ පුතෝ තොට මේවා පේන්නේ නැද්ද..? බ්‍රා විතරද පේන්නේ තූ වේස බල්ලා....!! උර්ල්,Harassment,0.7153,Harassment,0.9639
"කෙල්ලේ , වැඩිය සද්දේ දාන්න එපා. Because the s*it ඉන් your family. පුරුෂ ලින්ග බැරිවේලාවත් ගුවන් යාන වුනොත් තමුන්ගේ ඔය සක්කිලි කට අනිවාර්යයෙන්ම ඕනෑම සයිස් එකේ ඒවා බාන ගුවන් තොටුපොලක් වෙනවාමයි.","කෙල්ලේ , වැඩිය සද්දේ දාන්න එපා. Because the s*it ඉන් your family. පුරුෂ ලින්ග බැරිවේලාවත් ගුවන් යාන වුනොත් තමුන්ගේ ඔය සක්කිලි කට අනිවාර්යයෙන්ම ඕනෑම සයිස් එකේ ඒවා බාන ගුවන් තොටුපොලක් වෙනවාමයි.",Harassment,0.4832,Harassment,0.502
මං උන්නානන් බැහැපිය පරයා දොට්ට තොට වඩු පට්ටලේ තියලා වරක්ක ලීයෙන් හම ගහලා දොට්ට දාන්ඩ කලින් ආවා ගුලි වෙද්දු කල්ක වක්කරන්න කියලා තමා කියන්නේ. ඔය වගේ වැඩක් සැර බාල හඳුන්කුඩම ඉස්සරහාත් කරලා තියෙනවා,මං උන්නානන් බැහැපිය පරයා දොට්ට තොට වඩු පට්ටලේ තියලා වරක්ක ලීයෙන් හම ගහලා දොට්ට දාන්ඩ කලින් ආවා ගුලි වෙද්දු කල්ක වක්කරන්න කියලා තමා කියන්නේ. ඔය වගේ වැඩක් සැර බාල හඳුන්කුඩම ඉස්සරහාත් කරලා තියෙනවා,Harassment,0.6606,Harassment,0.9546
මං තොට ගහන්නෙ තුම්මුල්ල පැනලා ස්රිලංකංථ්රෙඅත්ස,මං තොට ගහන්නෙ තුම්මුල්ල පැනලා ස්රිලංකංථ්රෙඅත්ස,Harassment,0.7896,Harassment,0.9209
රූකඩ... බලපිය තොට කවද හරි හම්බෙන්නේ honeymoon ගියහම තොව දෙහි ගෙඩියක් වගේ චොප්ප වෙන size එකේ කෙල්ලේක්ව... බලපංකෝ....,රූකඩ... බලපිය තොට කවද හරි හම්බෙන්නේ honeymoon ගියහම තොව දෙහි ගෙඩියක් වගේ චොප්ප වෙන size එකේ කෙල්ලේක්ව... බලපංකෝ....,Harassment,0.5322,Harassment,0.9849
තොට මම ලව් තො මට නෑ ලව් තොගෙ මල ඉලව් නෑ මට අවුල් තොට මං එපානම් තෝ පල අවලම් හැලියන් තොගෙ මෙවලම් වෙයන් තෝ සල්ලම්,තොට මම ලව් තො මට නෑ ලව් තොගෙ මල ඉලව් නෑ මට අවුල් තොට මං එපානම් තෝ පල අවලම් හැලියන් තොගෙ මෙවලම් වෙයන් තෝ සල්ලම්,Harassment,0.6943,Harassment,0.9736
අඩෝ කෑ** තොට වෙනම එකක්ද දා ගනිං හෙල්මට එක ඇ* දෙක තලා ගන් නැතුව ෂොරි ෂොරි ෂර් මේ දා ගෙන්නවා මේ දා ගෙන්නවා,අඩෝ කෑ** තොට වෙනම එකක්ද දා ගනිං හෙල්මට එක ඇ* දෙක තලා ගන් නැතුව ෂොරි ෂොරි ෂර් මේ දා ගෙන්නවා මේ දා ගෙන්නවා,Harassment,0.5767,Harassment,0.6978
පොල්ලෙන් ගහනවා තොට ඒම කලොත්,පොල්ලෙන් ගහනවා තොට ඒම කලොත්,Harassment,0.6572,Harassment,0.7856
ගහප් පයින් පපයා. තොට මැරෙන්න ඕන නම් වහ ටිකක් බීපන්. කාරෙක විතරක් හප්පන්න එපා,ගහප් පයින් පපයා. තොට මැරෙන්න ඕන නම් වහ ටිකක් බීපන්. කාරෙක විතරක් හප්පන්න එපා,Harassment,0.793,Harassment,0.9692
දවල් එක මිනිහෙක් ගමටම ඇහෙන්න; චන්දරේ තෝ කැ# වේ# පොන්## තොට රට වටේම ගෑනු ඉන්නව තාම ලමයෙක් හදා ගන්න බැරි උනා.. තෝ 91ද 92ද අපේ සුද්ද තොගෙ රේංකෝට් එකක් ඉස්සුව කියල පොලීසි ගියේ අහු උනාද රේං කෝට්... කැ## ටෞකන්ඩ අම්මෝ ඒක නං......,දවල් එක මිනිහෙක් ගමටම ඇහෙන්න; චන්දරේ තෝ කැ# වේ# පොන්## තොට රට වටේම ගෑනු ඉන්නව තාම ලමයෙක් හදා ගන්න බැරි උනා.. තෝ 91ද 92ද අපේ සුද්ද තොගෙ රේංකෝට් එකක් ඉස්සුව කියල පොලීසි ගියේ අහු උනාද රේං කෝට්... කැ## ටෞකන්ඩ අම්මෝ ඒක නං......,Harassment,0.7012,Harassment,0.9775
තෝනේ අවලම් නෑනේ මෙවලම් වගේ හිවලම් අනේ පලයම් තොට නෑ මම ලව් එයාට මගෙ ලව් එතනින් ඒක හිලව් තෝ මල නම් ඉලව් මාව අතෑරපිය දැන්වත් අහපිය පස්සෙන් නාපිය වෙනතට දුවපිය,තෝනේ අවලම් නෑනේ මෙවලම් වගේ හිවලම් අනේ පලයම් තොට නෑ මම ලව් එයාට මගෙ ලව් එතනින් ඒක හිලව් තෝ මල නම් ඉලව් මාව අතෑරපිය දැන්වත් අහපිය පස්සෙන් නාපිය වෙනතට දුවපිය,Harassment,0.5898,Harassment,0.7163
"අනේ හිතෙනව මගෙ ☆☆න්. කැහැටු රිලවා.. වරෙන්කො තෝ මගෙ වරක කන්න, පුදන්නන් තොට කැටපෝලෙන්..","අනේ හිතෙනව මගෙ ☆☆න්. කැහැටු රිලවා.. වරෙන්කො තෝ මගෙ වරක කන්න, පුදන්නන් තොට කැටපෝලෙන්..",Harassment,0.7749,Harassment,0.8301
